Liatris aspera,Solidago rigida,Achillea millefolium,Monarda fistulosa,Asclepias tuberosa,Lespedeza capitata,Dalea villosa,Dalea candida,Dalea purpurea,Amorpha canescens,Lupinus perennis,Panicum virgatum,Andropogon gerardii,Schizachyrium scoparium,Sorghastrum nutans,Poa pratensis,Koeleria micrathera,Elymus smithii
0,0,0,0,0.19825,0,0,0,0,0,0,3.577,0,0,0,0,0,0
0,0,0,0,0.2436153846153846,0,0,0,0,0,0,9.743615384615385,0,0,1.4743846153846154,0,0,0
0,0,0,0,0,2.6075,0.85,0.23664999999999997,0.765,0,0,0.5475,0,0,0,0.24415,1.7241499999999998,0
0,0,0,0,0,0,3.663095238095238,0.4289047619047619,0.22142857142857145,0,0,3.1757142857142857,0,0,0,0,0,0
0,0,0,0,0,1.6855333333333333,0,0.0222,3.2878,0,0,0,0,1.2011333333333334,0,0,1.5755333333333332,0
0,5.257956521739131,0,0.9333478260869564,0,0,0,0.11378260869565217,1.8,0,0,0,0,0,0,0.7616086956521739,0,0
0,0,0,0,0,0,3.263875,0.23679166666666665,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.673076923076923,1.8038461538461539,0.24484615384615382,0,0,0,0,0,6.364076923076923,0,0,0,0
0,6.5978260869565215,0,0,0,0,1.6224782608695651,0.0391304347826087,0,0,0,0,0,0,0,0,0,0
0,1.5019411764705883,0,0,0,0,15.302941176470586,0.45782352941176474,0,0,0,0,0,0,2.5980588235294118,0,0,0
0,0,0,0,0,0,0,0.0458125,0,0,0,0,0,0,0,0,0,0.3510625
0,0,0,0,0,0,0,0,5.70146875,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.7964285714285713,0,0,0,0,0,0,0,0,0.04642857142857143
0,0,0,0,0,0,0,0,1.7027777777777777,0,7.445388888888889,0,0,0,0.3259444444444444,2.995388888888889,1.2712777777777777,0
0,1.4923076923076921,0,0,0,0,0,0,2.191,0,0,1.482076923076923,0,0,0,0,4.279461538461539,0
0,0,0,0,0,4.95325,0,0,1.46935,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.5639166666666666,0,0,6.133333333333333,0,0,0,0,0,8.331916666666666,0.49724999999999997,0,0
1.54415,0,0,0,0,0,0,0,0.595,0,11.81665,0.9400000000000001,0,1.1800000000000002,1.2725,0,0,0
11.275533333333334,0,0,0,0,0,0,0,2.4755333333333334,0,0,0,0,0,0,1.7666666666666666,0,0
0,0,0,0,0,0,0,0,4.533852272727273,0,0,0,0,7.4320719696969695,0,0,0,0
0,0,0,0,0,0,0,0,3.3289473684210527,0,0,0,0,0,1.2508947368421053,0,0,0
0,0,0,0,0,0,17.635222222222225,0,0,0,0,0,0,0,0,0,5.674111111111111,0
0,3.8000000000000003,0,1.7464736842105264,0,0,1.9991052631578945,0,0,0,10.228052631578947,0,0,2.360526315789474,0,1.0306842105263156,0,0
0,7.934411764705882,0,1.7610000000000001,0,0,1.934294117647059,0,0,0,10.451941176470587,0,0,0,1.321,1.0669411764705883,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7735833333333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2783,0.0817
5.775421052631579,0,0,0,0,1.0727894736842105,0,0,0,0,0,0,0,0,0,0,0,0.05352631578947368
0,0,0,0,0,0,0,0,0,0,6.5605652173913045,0,0,0,0,0,0,0.24834782608695652
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4045454545454545,0,0.7166363636363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.550227272727273,0
0,0,0,0,0,22.575470588235294,0,0,0,0,0,0,0,0,0,0,2.986294117647059,0
10.920333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3673333333333333,0
0,0,0,0,0,0,0,0,0,0,22.07225,0,0,0,0,7.338916666666666,0.9958333333333332,0
0,0,0,0,0,0,0,0,0,0,27.553,0,0,7.087909090909091,0,2.8333636363636363,4.95,0
0,0,0,0,0,0,0,0,0,0,0,8.222875,0,0,0,0,5.904125,0
0,0,0,0,0,4.524936160714286,0,0,0,0,0,0,0,0,0,0,0,0
1.5426875,0,0,0,0,0.6958125,0,0,0,0,4.3604375,0,0,2.2823125,0,0,0,0
0,0,0,0,0,7.565384615384615,0,0,0,0,0,7.548692307692307,0,0,0,0,0,0
0,0,0,0,0,3.415625,0,0,0,0,0,0,0,0,2.23125,0.303125,0,0
0,0,0,0,0,11.4117,0,0,0,0,0,0,0,14.2083,0,0,0,0
0,0,0,0,0,4.7,0,0,0,0,0,0,0,6.68475,0.63475,0,0,0
15.683653113553113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.457,5.737736842105263,0,0,0,0,0,0,0,0,12.42278947368421,0,0,0,0,0.7596315789473684,0,0
1.718,0,0,0,0,0,0,0,0,0,0,17.9479375,0,0,0,0,0,0
8.036666666666667,0,0,0,0,0,0,0,0,0,0,6.018866666666667,0,0,0.7222000000000001,0.4855333333333334,0,0
0,0,0,0,0,0,0,0,0,0,13.3323125,0,0,0,0,0,0,0
0,11.575000000000001,0,1.5999999999999999,0,0,0,0,0,0,20.563916666666668,0,0,1.7833333333333332,2.3735833333333334,2.3305833333333332,0,0
0,6.7625,0,31.452125,0,0,0,0,0,0,15.466625,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25.86818181818182,8.653,0,0.39845454545454545,0,6.463636363636363,0,0
0,6.653584224598931,0,4.84616458704694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.3518333333333334,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4421052631578946,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.85896299732014,0,0,0,0
0,2.3745000000000003,0,0,0,0,0,0,0,0,0,0,0,3.6037999999999997,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.399915735653235,0,0,0
