Leucanthemum vulgare,Centaurea jacea,Plantago lanceolata,Rumex acetosa,Festuca rubra,Holcus lanatus,Agrostis capillaris,Anthoxanthum odoratum
0,0,0,0,0,0,62.20666666666666,0
0,0,0,0,0,0,29.130775862069,17.159224137931
0.37181659050935656,39.9949332309655,29.250092389594947,2.3328458930409166,2.9402523804611205,0.1905422202539861,1.8195228972656345,7.25499439790852
0,78.171778319123,14.0568757612667,2.73362971985384,2.72109013398295,0.112856272838002,1.25395858708892,3.89981120584653
0,26.6457948315162,19.391400005698053,15.436003889469289,3.9584342506662997,0,3.156128586215525,5.47723843643462
0,287.618145666424,0,0,0,1.55851092498179,3.0048987618354,15.7084446467589
0.0844985290184541,148.886408130516,0,0,0,0,2.92928233930641,6.06981100115895
0.319605355884426,0,0,0,23.6108456659619,0,16.0202184637068,16.7393305144468
0,0,26.263875502008,0,4.17656626506024,0,6.80451807228916,1.70504016064257
0,0,29.5447358834244,10.5406193078324,0,0,4.41775956284153,6.55688524590164
0,44.9342409356725,0,0,0,0,26.6357590643275,0
0.160941803196301,80.6070831239321,0,0,35.2710151774048,0,7.13095989546688,0
0.305010274852299,38.736304906242,0,0,0,1.17797071667095,41.6707141022348,0
0,0,0,0,49.8149513356803,0,24.3850486643197,0
0,0,0,22.9009351669941,50.3594577603143,1.26181139489195,21.3377956777996,0
0,0,22.8736170212766,0,7.22180225281602,0,2.81458072590738,0
0,0,38.1032402846196,20.1233388067871,11.8201204159825,0,5.99330049261084,0
0,0,0,0,0,0.983890728476821,62.9161092715232,0
0,0,20.0771829243143,6.91640750670241,0,9.59056506496185,31.3058445040215,0
9.14025732031943,0,0,0,0,0,42.8197426796806,0
1.3398407079646,0,27.1153008849557,2.17449557522124,0,0,6.60036283185841,0
0,0,17.0992527768428,0,0,0,34.0607472231572,0
0,0,0,0,0,0,0,27.345
0,116.531851204351,0,0,0,0,0,14.1381487956488
0,39.9611532715865,0,0,10.0325126979385,0.202677024200777,0,6.33365700627428
0,72.6788480885312,0,23.9035563380282,2.19802816901408,0,0,5.25956740442656
0,55.2359600137884,0,1.20871423647018,0,0.570148224750086,0,9.14517752499138
0.653498001142205,222.361293546545,0,43.394560251285,0,0,0,14.640648201028
0,0,0,0,53.5779085111062,0,0,2.67209148889378
3.41745606196008,0,27.2760679177837,0,18.4701578790587,0,0,4.1963181411975
0,0,0,0,0,6.4906779661017,0,28.6993220338983
2.80062945029906,0,0,0,0,0,0,36.6893705497009
0.0829060136838315,0,28.3538566798704,0,0,0,0,4.4532373064458
0,0,0,41.7326654632972,0,0,0,43.0073345367028
0,132.79666666666665,0,0,0,0,0,0
0,96.7568940654465,0,0.703727121464226,2.4798003327787,0.759578480310594,0,0
0.14563986409966,42.5996602491506,11.5540958852397,0,10.00060400151,0,0,0
0,29.4727984317967,29.7935284574828,10.7330012167095,14.7306718940111,0,0,0
0,105.413292327614,0,0,0,5.60670767238589,0,0
3.10314248816186,71.0619629789066,0,13.9973891519587,0,14.8175053809729,0,0
1.45807665383269,122.891923346167,0,0,0,0,0,0
0,93.3967118146214,43.9032881853786,0,0,0,0,0
0,142.895158094036,0,25.294841905964,0,0,0,0
0,0,0,0,55.54333333333333,0,0,0
0,0,0,0,56.315408388521,0.124591611479029,0,0
1.56663501107946,0,0,0,33.7833649889205,0,0,0
0,0,20.188615916955,0,14.901384083045,0,0,0
0,0,0,33.7480416816385,33.0519583183615,0,0,0
0,0,0,0,0,38.82333333333333,0,0
0.188634868421053,0,35.3375986842105,1.96494654605263,0,0.738819901315789,0,0
0,0,24.8850855745721,0,0,4.19491442542787,0,0
0,0,0,5.0740765171504,0,13.8259234828496,0,0
12.486666666666666,0,0,0,0,0,0,0
0.857690217391304,0,34.2123097826087,0,0,0,0,0
19.3995114618564,0,0,12.2704885381436,0,0,0,0
0,0,30.211666666666666,0,0,0,0,0
0,0,42.2754855416487,37.7945144583513,0,0,0,0
0,0,0,34.00333333333333,0,0,0,0
