Liatris aspera,Solidago rigida,Achillea millefolium,Monarda fistulosa,Asclepias tuberosa,Lespedeza capitata,Dalea villosa,Dalea candida,Dalea purpurea,Amorpha canescens,Lupinus perennis,Panicum virgatum,Andropogon gerardii,Schizachyrium scoparium,Sorghastrum nutans,Poa pratensis,Koeleria micrathera
0,0,3.662916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0309523809523808,2.2214285714285715,0.22857142857142856,0,0.410952380952381,0.4547619047619048,0,0,2.067619047619048,0.5295238095238095,0.8033333333333333,0,5.196666666666666,1.5166666666666668,0,1.2538095238095237,0
0,2.8862105263157893,0.1611842105263158,0,0,1.0686447368421053,0,0,3.398947368421053,1.2780526315789476,0.3339473684210526,0,5.258157894736842,0.3462763157894737,0,0.7942763157894737,0
0,0,0.37176470588235294,0,0,0.8952941176470589,0,0,2.0282352941176467,0.6705882352941177,0.9352941176470588,0,3.518823529411765,0.9164705882352941,1.6841176470588235,0.36588235294117644,0
0,0,0.191,0,0,0.5974999999999999,0,0,0,0.721,1.319,0,8.7135,0.5565,1.6809999999999998,2.2515,0
0,0,0.49529411764705883,0,0,0,0,0,0,2.4311764705882353,0.8470588235294118,0,14.730588235294118,0,2.176470588235294,2.9076470588235295,0
0,0.7283333333333334,0.2925,0.8833333333333333,0.16666666666666666,1.14375,0,0,1.0241666666666667,0.6508333333333333,0,0,0,2.0500000000000003,2.88625,0.80125,0
4.622105263157894,3.812105263157895,0.12473684210526316,0.633157894736842,3.357894736842105,1.0036842105263157,0,0,4.447368421052632,0,0.48157894736842105,0,1.1736842105263159,3.5147368421052634,2.4078947368421053,3.2710526315789474,0
0.76,0,0.18352941176470589,0,0.28058823529411764,1.0811764705882352,0,0,3.8747058823529414,0,0.8394117647058823,0,8.239411764705881,0.5223529411764707,0.9158823529411765,1.0105882352941176,0
0,0,0.6483333333333333,1.0222222222222221,0.6627777777777778,0,0,0,0,0,2.707222222222222,0,19.276666666666667,0,0.9333333333333333,6.173333333333334,0
0,0,0.13533333333333333,0,0,1.838,9.173333333333334,1.142,0,0,0,0,3.9186666666666667,1.2913333333333334,0,0,3.3913333333333333
0,9.826923076923077,0.24384615384615385,0.49,0,0,0,0,0,0,0,1.01,0.7484615384615385,10.297692307692309,0.6707692307692308,0.45769230769230773,0.46153846153846156
0,2.1041666666666665,0.12333333333333334,0,0,0,0,0,0,0,0,0,4.085833333333333,1.335,0,0,1.1666666666666667
0,0,0.12000000000000001,0,0,2.45,0,0,0,0,3.3819999999999997,0,3.393333333333333,0.63,0.6586666666666667,1.7566666666666668,0
0,0,0.19846153846153847,0,0,0,0,0,0,0,0.9753846153846154,0,23.463846153846152,1.5130769230769232,0,1.563076923076923,0
0,0,0.3370588235294118,0,0.6676470588235294,0,0,0,0,0,0,1.0958823529411763,0,2.6223529411764703,0.46294117647058824,0,0.31176470588235294
13.408823529411764,0,0.36764705882352944,0,0,6.737058823529412,0.7364705882352941,0.388235294117647,0,0,3.5352941176470587,0,0,0,0,1.9252941176470586,0
0,3.9725,0.869,0,0,1.6460000000000001,3.6685000000000003,0.306,0,0,0,0.8915,0,0,0,0.8414999999999999,0
7.7925,6.664375,0.173125,0,0,0,1.596875,0.33125,0,0,5.060625,0,0,0,0,3.214375,0
0,3.5294117647058822,0.28941176470588237,0,0,0,0,0.9335294117647058,0,0,0,0,0,2.5541176470588236,6.617647058823529,0.37823529411764706,0.4717647058823529
9.551333333333334,0,0.252,0,0,0,0,0,7.966666666666667,0,0.36466666666666664,0,0,2.738,0,2.4766666666666666,0
2.108125,0,0.39875,0,0,1.58625,0,0,0,0,1.226875,0,0,5.004375,0,2.12375,0
0,6.140909090909091,0.39272727272727276,0,0,0,0,0,0,0,0,0,0,3.2045454545454546,0,0,0
