Liatris aspera,Solidago rigida,Achillea millefolium,Monarda fistulosa,Asclepias tuberosa,Lespedeza capitata,Dalea villosa,Dalea candida,Dalea purpurea,Amorpha canescens,Lupinus perennis,Panicum virgatum,Andropogon gerardii,Schizachyrium scoparium,Sorghastrum nutans,Poa pratensis,Koeleria micrathera
0,0,1.2283540372670807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7705555555555555,0,0.33888888888888885,0.1627777777777778,0,2.5944444444444446,0,0,0.4122222222222222,1.1572222222222222,0.6122222222222222,0,4.550000000000001,1.7983333333333331,0.3416666666666667,1.4677777777777778,0
0.49105263157894735,1.9921052631578948,0.2621052631578948,0,0,0.4673684210526316,0,0,0.9147368421052631,3.836842105263158,0.5605263157894737,2.4026315789473682,1.1605263157894736,7.451052631578947,1.0473684210526315,1.6673684210526316,0
0,2.2215384615384615,0.2169230769230769,0,0,0.5076923076923077,0,0,1.8476923076923077,2.6753846153846155,2.102307692307692,0,14.497692307692308,1.9307692307692308,1.8823076923076922,3.965384615384615,0
0,0,0.5629411764705883,0,0,0.6247058823529411,0,0,0.6529411764705882,1.6423529411764708,0.8311764705882353,0,3.3252941176470587,2.5470588235294116,0.38352941176470584,1.3411764705882354,0
0,0,0.12388888888888888,0,0,0,0,0,0.6627777777777778,1.1777777777777778,1.7316666666666667,0,4.028888888888889,3.829444444444445,0,1.1111111111111112,0
0.901875,0.725,0.270625,0,0,0.801875,0,0,0,1.095,2.321875,0,4.083125,2.041875,0,1.184375,0
0.3425,1.689375,0.139375,0,0,0.87375,0,0,0,3.43,1.390625,0,3.64375,5.1175,0.490625,1.48875,0
0,0,0.2431578947368421,0,0,3.798421052631579,0,0,0,0.7999999999999999,2.4273684210526314,0,3.9894736842105263,2.418421052631579,0.36473684210526314,1.862105263157895,0
0.4688235294117647,0,0.1323529411764706,0,0,0,0,0,0,5.604705882352941,4.06764705882353,0,5.504117647058823,3.166470588235294,0.35000000000000003,1.4394117647058824,0
3.020555555555555,0.8638888888888889,1.1083333333333334,0.2127777777777778,0,1.0650000000000002,0,0,0.9666666666666666,0.7822222222222223,2.5027777777777778,0,0,1.4944444444444445,0.2427777777777778,1.2955555555555556,0
0,3.336111111111111,0.06222222222222223,0,1.335,1.4266666666666667,0,0,0.5138888888888888,0,3.321111111111111,0,6.479444444444444,0.99,0,1.9316666666666669,0
0,0,0.45,0.712,0.5833333333333334,1.258,0,0,0,0,2.378,0,22.94,0.9246666666666666,0.752,4.819999999999999,0
0,0,0.10666666666666666,0,0,0,7.1416666666666675,0.31666666666666665,1.482222222222222,0,0,0,0.6044444444444445,3.658333333333333,0,0.4933333333333334,0
0,0,0.21875,0,0,3.84375,8.5125,0.314375,0,0,0,0,1.323125,5.658125,0,0.440625,1.32625
0,0,0.1538095238095238,0,0,0,4.5842857142857145,1.592857142857143,0,0,0,0,0.6104761904761905,0,1.2642857142857142,0,1.519047619047619
0.39888888888888885,0,0.051666666666666666,0,0,1.846111111111111,0,0,1.5455555555555556,0,1.5155555555555555,0,2.6177777777777775,2.9405555555555556,0,2.0733333333333333,0
0.7583333333333333,0,0.1225,0,0,2.215,0,0,0.9733333333333333,0,1.4558333333333333,0,5.4191666666666665,3.8524999999999996,1.1725,1.3724999999999998,0
0,1.241875,0.2875,0,0,0.504375,0,0,1.764375,0,0.71125,0,4.404375,4.22,0.2925,1.965625,0
0,3.2664705882352942,0.4429411764705882,0,0,1.2429411764705882,0,0,1.4547058823529413,0,1.9047058823529412,0,8.062941176470588,0,0.5223529411764707,1.488235294117647,0
0.89,0,0.22333333333333333,1.5086666666666666,0,0,0,0,2.7520000000000002,0,1.4153333333333333,3.0786666666666664,0.9086666666666667,11.104666666666667,0.3813333333333333,2.602,0
1.79375,0.6575,0.05,0,0,2.140625,0,0,0,0,1.659375,0,3.460625,0.733125,2.154375,2.90125,0
0,0,0.982,0,0,0,0,0,0,0,2.62,0,12.07,1.565,0,2.3280000000000003,0
0,0,0.7413333333333333,0,0,0,0,0,0,0,0,2.2146666666666666,0.7253333333333334,1.3613333333333335,0,0,0
0,0,0.06333333333333332,0,0,0,0,0,0,0,0,0,0.8686666666666666,0,4.3133333333333335,0,0
0,0,0.03222222222222222,0,0.15388888888888888,0,0,0,0,0,0,0,0,0,0,0,0
0,3.1547058823529412,0.3264705882352941,0.15176470588235294,0.6047058823529411,2.0588235294117645,0,0,1.3705882352941177,0,1.4341176470588235,0.5205882352941176,0,2.125294117647059,0,2.3370588235294116,0
0,0,0.059444444444444446,0,1.0122222222222221,0,0,0,0,0,2.782222222222222,0,0,0,0,2.179444444444444,0
0,0,0.044782608695652176,0,0,0,4.588260869565217,0.31217391304347825,1.8247826086956522,0,0,0,0,0,0,0,1.308695652173913
0,1.4666666666666666,0.24555555555555555,0,0,2.3194444444444446,4.990555555555556,0.2622222222222222,0,0,0,0,0,0,0,0.6927777777777778,0
0.354375,4.3325,0.47625,0.228125,0,0,0,0.26125,0,0,5.60625,0,0,0,0,5.609375,0
0,0,0.24875,0,0,3.008125,0,0,3.670625,0,0,0.4925,0,0,0,1.03875,0.665625
2.536875,0,0.200625,0,0,11.28,0,0,0.739375,0,0,0,0,4.7,0,0.39,0
7.873076923076923,0,0.39384615384615385,0,0,0,0,0,2.9984615384615383,0,0.8346153846153845,0,0,5.455384615384616,0,2.96,0
0.862,0,0.35,0,0,0,0,0,5.706666666666666,0,0,0,0,1.328,0,0,0
0,0,0.17761904761904762,0,0,0,0,0,6.147619047619047,0,0.28809523809523807,0,0,0,0,1.4295238095238094,0
5.365,0,0.1615,0,0,0,0,0,0,0,0.29100000000000004,0,0,0.7925,0.9289999999999999,0,1.6575
0,0,0.755,0,0,5.273571428571429,0,0,0,0,1.7449999999999999,2.8714285714285714,0,5.9557142857142855,0,3.419285714285714,0
0,0,0.04466666666666667,0,0,5.498,0,0,0,0,1.9533333333333334,0,0,0,0,4.533333333333333,0
0,0,0.1109090909090909,0,0,4.251818181818182,0,0,0,0,4.911818181818182,0,0,11.484545454545454,0,3.3927272727272726,0
